Date,Open,High,Low,Close,Adj Close,Volume
2021-06-11,126.25,126.35,124.91,125.70,125.25,25240000
2021-06-10,124.70,126.16,124.70,126.08,125.63,31234000
2021-06-09,124.97,125.25,124.37,124.57,124.12,20126000
2021-06-08,124.00,124.72,123.41,124.14,123.70,25060000
2021-06-07,122.57,123.40,122.05,123.30,122.86,23850000
2021-06-04,121.13,122.69,120.89,122.59,122.15,25948000
2021-06-03,119.75,120.49,119.14,120.23,119.80,18346000
2021-06-02,121.77,122.10,120.21,121.06,120.63,17158000
2021-06-01,121.10,121.90,120.24,121.49,121.06,19166000
2021-05-28,121.10,121.41,120.38,120.58,120.15,24108000
2021-05-27,121.85,122.00,120.10,120.13,119.70,38962000
2021-05-26,120.64,122.15,120.63,121.68,121.24,21856000
2021-05-25,121.00,121.64,120.15,120.45,120.02,18838000
2021-05-24,118.35,120.92,118.01,120.33,119.90,21244000
2021-05-21,118.30,118.45,117.12,117.25,116.84,22832000
2021-05-20,116.40,118.02,116.05,117.80,117.38,23832000
2021-05-19,113.22,115.84,113.18,115.44,115.02,19350000
2021-05-18,116.85,117.16,115.16,115.17,114.76,17302000
2021-05-17,115.47,116.17,114.75,116.07,115.65,19842000
2021-05-14,114.59,116.06,114.17,115.81,115.39,26624000
2021-05-13,113.05,113.83,112.14,113.10,112.69,26670000
2021-05-12,113.09,114.27,111.50,111.95,111.55,34934000
2021-05-11,114.59,116.10,114.15,115.44,115.02,32110000
2021-05-10,118.74,118.90,116.74,117.08,116.66,26006000
2021-05-07,120.00,120.82,119.50,119.93,119.51,23272000
2021-05-06,117.53,119.14,117.12,119.07,118.64,20618000
2021-05-05,118.42,119.11,117.57,117.84,117.42,21806000
2021-05-04,118.49,118.96,115.58,117.71,117.29,35120000
2021-05-03,120.14,120.99,119.22,119.76,119.33,33788000
2021-04-30,120.22,121.36,120.11,120.51,120.07,39142000
2021-04-29,120.52,121.83,120.11,121.49,121.06,39554000
2021-04-28,120.36,122.62,118.74,119.00,118.57,59728000
2021-04-27,116.80,116.87,115.21,115.36,114.94,31972000
2021-04-26,116.00,117.06,115.69,116.34,115.92,20834000
2021-04-23,114.17,116.29,113.91,115.76,115.35,28670000
2021-04-22,114.66,115.19,112.82,113.40,112.99,21096000
2021-04-21,114.26,114.77,112.93,114.66,114.25,23930000
2021-04-20,115.39,115.48,113.59,114.68,114.27,21774000
2021-04-19,114.60,115.92,114.39,115.12,114.71,24688000
2021-04-16,115.15,115.32,114.22,114.89,114.48,22596000
2021-04-15,113.85,115.33,113.30,114.83,114.42,27472000
2021-04-14,113.76,113.90,112.46,112.74,112.34,20220000
2021-04-13,113.07,113.86,112.80,113.36,112.96,23310000
2021-04-12,113.31,113.77,111.92,112.74,112.34,31318000
2021-04-09,112.83,114.45,112.69,114.29,113.88,20888000
2021-04-08,113.90,114.20,112.88,113.27,112.87,27166000
2021-04-07,111.31,112.75,111.27,112.48,112.08,25798000
2021-04-06,111.13,111.88,110.74,111.24,110.84,27060000
2021-04-05,107.65,111.87,107.58,111.28,110.88,43298000
2021-04-01,104.90,107.15,104.84,106.89,106.50,33980000
2021-03-31,102.96,104.67,102.84,103.43,103.06,29198000
2021-03-30,102.88,103.54,102.20,102.78,102.41,20732000
2021-03-29,101.39,102.92,100.78,102.80,102.43,24596000
2021-03-26,101.94,102.55,100.70,101.78,101.41,29870000
2021-03-25,102.24,102.94,100.54,102.22,101.85,28378000
2021-03-24,103.27,103.91,102.08,102.25,101.89,23080000
2021-03-23,102.58,103.62,101.96,102.65,102.28,27340000
2021-03-22,102.09,102.90,101.30,101.93,101.56,39096000
2021-03-19,102.10,102.65,100.88,102.16,101.79,46298000
2021-03-18,103.05,103.78,101.68,101.81,101.45,27228000
2021-03-17,103.80,105.49,102.70,104.55,104.18,25980000
2021-03-16,103.95,106.18,103.50,104.63,104.25,29832000
2021-03-15,103.11,103.35,102.18,103.32,102.95,25962000
2021-03-12,104.25,104.51,102.38,103.10,102.73,34516000
2021-03-11,103.70,106.29,103.62,105.74,105.36,24782000
2021-03-10,103.59,103.75,101.67,102.75,102.38,25372000
2021-03-09,103.50,103.90,102.39,102.64,102.27,33946000
2021-03-08,105.06,106.44,101.08,101.21,100.85,32948000
2021-03-05,103.66,105.91,102.32,105.43,105.05,43904000
2021-03-04,101.17,104.46,101.01,102.45,102.09,42360000
2021-03-03,103.36,104.43,100.50,101.34,100.97,29684000
2021-03-02,103.81,105.22,103.56,103.79,103.42,22692000
2021-03-01,102.83,104.33,102.31,104.08,103.70,28090000
2021-02-26,102.53,103.55,100.80,101.84,101.48,41670000
2021-02-25,103.37,104.74,101.06,101.57,101.20,36568000
2021-02-24,102.09,105.04,101.91,104.76,104.38,24966000
2021-02-23,101.25,104.10,100.10,103.54,103.17,33348000
2021-02-22,103.35,104.57,103.11,103.24,102.87,27350000
2021-02-19,105.96,106.53,104.87,105.06,104.68,29148000
2021-02-18,105.52,106.64,105.19,105.86,105.48,22432000
2021-02-17,105.00,106.68,104.95,106.42,106.03,21418000
2021-02-16,105.22,107.63,105.22,106.10,105.72,22676000
2021-02-12,104.51,105.44,104.16,105.21,104.83,17114000
2021-02-11,104.98,105.10,103.87,104.79,104.42,18914000
2021-02-10,104.71,105.42,103.15,104.77,104.39,22710000
2021-02-09,103.93,105.26,103.93,104.18,103.80,17798000
2021-02-08,105.30,106.18,103.60,104.65,104.27,24838000
2021-02-05,103.50,105.13,102.97,104.90,104.52,30702000
2021-02-04,103.44,103.93,102.13,103.12,102.75,37046000
2021-02-03,103.65,105.82,100.92,103.50,103.13,82364000
2021-02-02,96.13,97.79,95.72,96.38,96.03,45474000
2021-02-01,92.68,96.12,92.55,95.07,94.73,32044000
2021-01-29,92.31,92.86,90.51,91.79,91.46,32252000
2021-01-28,92.20,94.94,92.13,93.16,92.82,35462000
2021-01-27,94.13,94.50,90.45,91.54,91.21,54966000
2021-01-26,94.44,96.25,94.21,95.86,95.52,26262000
2021-01-25,96.03,96.48,93.38,94.97,94.63,38546000
2021-01-22,94.78,95.55,94.09,95.05,94.71,25442000
2021-01-21,94.90,96.74,94.36,94.56,94.22,41278000
2021-01-20,91.57,95.19,91.28,94.35,94.01,49806000
2021-01-19,87.61,90.46,87.07,89.54,89.22,34692000
2021-01-15,86.91,87.80,86.08,86.81,86.50,26844000
2021-01-14,87.68,88.75,86.67,87.01,86.70,23590000
2021-01-13,86.93,88.25,86.90,87.72,87.41,21882000
2021-01-12,87.70,88.90,86.27,87.33,87.01,27140000
2021-01-11,89.30,89.72,88.03,88.34,88.02,24194000
2021-01-08,89.40,90.49,88.68,90.36,90.04,41012000
2021-01-07,87.00,89.42,86.85,89.36,89.04,45300000
2021-01-06,85.13,87.40,84.95,86.76,86.45,52042000
2021-01-05,86.25,87.38,85.90,87.05,86.73,22906000
2021-01-04,87.88,88.03,85.39,86.41,86.10,38038000
2020-12-31,86.77,87.95,86.77,87.59,87.28,20238000
2020-12-30,88.10,88.25,86.28,86.98,86.66,26122000
2020-12-29,89.39,89.62,87.80,87.94,87.62,25988000
2020-12-28,87.58,89.54,87.32,88.80,88.49,27860000
2020-12-24,86.75,87.30,86.46,86.94,86.63,6936000
2020-12-23,86.41,87.40,86.25,86.62,86.31,20676000
2020-12-22,86.72,86.87,85.63,86.18,85.87,18734000
2020-12-21,85.68,87.04,84.95,86.97,86.66,36568000
2020-12-18,87.71,87.76,86.01,86.55,86.24,80328000
2020-12-17,88.43,88.59,86.93,87.39,87.08,32494000
2020-12-16,88.64,88.65,87.80,88.15,87.83,30270000
2020-12-15,88.22,88.57,87.50,88.39,88.07,29646000
2020-12-14,88.75,89.87,87.86,88.00,87.69,32004000
2020-12-11,88.15,89.22,88.00,89.09,88.77,24414000
2020-12-10,88.49,89.07,87.02,88.77,88.45,27256000
2020-12-09,90.60,91.71,88.39,89.21,88.89,30152000
2020-12-08,90.50,91.10,89.81,90.93,90.60,21926000
2020-12-07,90.95,91.62,90.29,90.97,90.65,26418000
2020-12-04,91.23,91.66,90.85,91.40,91.07,27564000
2020-12-03,91.20,92.36,91.13,91.34,91.01,24546000
2020-12-02,89.90,91.78,89.47,91.40,91.07,24440000
2020-12-01,88.72,91.24,88.47,89.90,89.58,34738000
2020-11-30,89.06,89.40,87.75,88.04,87.72,36476000
2020-11-27,88.65,90.20,88.62,89.66,89.34,17698000
2020-11-25,88.64,88.93,87.83,88.57,88.25,20916000
2020-11-24,86.53,88.58,86.38,88.44,88.13,31560000
2020-11-23,87.48,87.69,85.89,86.74,86.43,43232000
2020-11-20,88.26,88.70,87.09,87.11,86.80,46270000
2020-11-19,86.92,88.48,86.85,88.20,87.88,24998000
2020-11-18,88.26,88.67,87.31,87.34,87.03,23470000
2020-11-17,88.85,89.25,88.35,88.51,88.19,22942000
2020-11-16,88.58,89.95,88.38,89.07,88.75,24936000
2020-11-13,87.88,89.05,87.23,88.85,88.53,29998000
2020-11-12,87.38,88.41,87.28,87.49,87.18,24950000
2020-11-11,87.50,88.21,87.37,87.64,87.32,25280000
2020-11-10,86.55,88.15,85.86,87.02,86.71,52722000
2020-11-09,89.54,90.90,88.00,88.15,87.83,45366000
2020-11-06,87.70,88.62,87.02,88.09,87.77,33218000
2020-11-05,89.05,89.68,87.53,88.17,87.85,41316000
2020-11-04,85.51,88.57,85.30,87.46,87.14,71418000
2020-11-03,81.59,83.08,80.83,82.51,82.22,33234000
2020-11-02,81.41,83.04,80.80,81.30,81.01,50708000
2020-10-30,83.61,84.35,80.22,81.05,80.76,86582000
2020-10-29,76.12,79.69,76.11,78.36,78.08,40062000
2020-10-28,77.99,78.07,75.73,75.83,75.56,36680000
2020-10-27,79.78,80.34,79.14,80.21,79.93,24580000
2020-10-26,81.25,81.91,78.82,79.52,79.24,37066000
2020-10-23,81.30,82.12,81.03,82.05,81.76,27516000
2020-10-22,79.65,81.10,79.25,80.77,80.48,28672000
2020-10-21,78.67,80.94,78.58,79.67,79.38,51366000
2020-10-20,76.35,78.88,76.28,77.80,77.52,44834000
2020-10-19,79.02,79.41,76.40,76.73,76.46,32142000
2020-10-16,78.29,79.06,78.15,78.65,78.37,28694000
2020-10-15,77.36,78.76,77.25,77.96,77.68,30800000
2020-10-14,78.93,79.38,77.53,78.40,78.12,38586000
2020-10-13,79.19,79.50,78.16,78.58,78.30,32020000
2020-10-12,77.15,79.69,76.63,78.46,78.18,49652000
2020-10-09,74.74,75.83,74.47,75.76,75.49,28706000
2020-10-08,73.25,74.50,73.25,74.30,74.03,23756000
2020-10-07,73.21,73.45,71.80,73.01,72.75,34924000
2020-10-06,73.78,74.34,72.43,72.67,72.41,24908000
2020-10-05,73.31,74.41,73.21,74.30,74.03,22266000
2020-10-02,73.10,74.16,72.55,72.92,72.66,25682000
2020-10-01,74.21,74.95,73.96,74.50,74.24,35590000
2020-09-30,73.34,74.49,72.99,73.48,73.22,34032000
2020-09-29,73.52,73.83,72.94,73.47,73.20,19564000
2020-09-28,73.71,73.84,72.47,73.23,72.96,40158000
2020-09-25,71.63,72.50,70.67,72.25,71.99,26460000
2020-09-24,70.55,72.19,70.49,71.41,71.16,29004000
2020-09-23,72.94,73.05,70.39,70.76,70.51,33148000
2020-09-22,72.50,73.48,71.73,73.27,73.01,31664000
2020-09-21,72.00,72.42,70.33,71.56,71.30,57776000
2020-09-18,74.90,75.15,71.86,73.00,72.74,62078000
2020-09-17,74.80,75.41,73.50,74.78,74.51,37596000
2020-09-16,77.78,78.10,75.99,76.04,75.77,26234000
2020-09-15,76.80,77.98,76.59,77.07,76.80,26622000
2020-09-14,76.95,78.20,75.79,75.96,75.69,33932000
2020-09-11,76.80,78.76,74.87,76.04,75.76,31942000
2020-09-10,78.03,79.20,76.29,76.60,76.33,32372000
2020-09-09,77.88,78.45,76.80,77.85,77.57,35494000
2020-09-08,76.68,78.19,76.40,76.62,76.35,52218000
2020-09-04,81.21,82.26,77.38,79.55,79.27,52172000
2020-09-03,85.49,85.49,80.75,82.09,81.80,62156000
2020-09-02,83.69,86.66,83.32,86.41,86.10,50224000
2020-09-01,81.83,83.29,81.61,83.04,82.74,36506000
2020-08-31,82.39,82.40,81.52,81.71,81.42,36468000
2020-08-28,81.67,82.36,81.54,82.22,81.93,29980000
2020-08-27,82.68,82.75,81.29,81.72,81.42,37232000
2020-08-26,80.40,82.96,80.18,82.62,82.32,79868000
2020-08-25,79.10,80.58,79.10,80.41,80.12,44942000
2020-08-24,79.70,80.71,79.03,79.41,79.13,28198000
2020-08-21,78.85,79.89,78.40,79.02,78.74,28930000
2020-08-20,77.17,79.29,76.91,79.09,78.80,34138000
2020-08-19,77.67,78.68,77.20,77.38,77.10,33212000
2020-08-18,76.31,78.12,76.19,77.93,77.65,40542000
2020-08-17,75.73,76.28,75.40,75.90,75.63,27566000
2020-08-14,75.78,76.10,75.14,75.39,75.12,27096000
2020-08-13,75.52,76.86,75.40,75.92,75.65,29104000
2020-08-12,74.28,75.62,74.26,75.33,75.06,28740000
2020-08-11,74.62,75.50,73.90,74.02,73.75,29088000
2020-08-10,74.36,75.20,73.65,74.81,74.54,25786000
2020-08-07,75.00,75.84,74.08,74.72,74.46,31556000
2020-08-06,73.59,75.12,73.30,75.00,74.74,39908000
2020-08-05,73.46,74.12,73.17,73.68,73.42,39590000
2020-08-04,73.83,74.28,72.93,73.25,72.99,38070000
2020-08-03,74.33,74.52,73.28,73.72,73.46,46604000
2020-07-31,75.25,75.45,72.70,74.15,73.88,68798000
2020-07-30,74.85,76.89,74.61,76.57,76.30,33428000
2020-07-29,75.32,76.56,75.07,76.10,75.83,22130000
2020-07-28,76.26,76.32,74.88,75.02,74.75,34044000
2020-07-27,75.78,77.05,75.76,76.51,76.24,24920000
2020-07-24,74.95,75.88,74.42,75.59,75.32,30880000
2020-07-23,78.35,78.59,75.37,75.78,75.51,32552000
2020-07-22,78.03,78.50,77.31,78.42,78.14,18640000
2020-07-21,79.35,79.35,77.71,77.92,77.64,24324000
2020-07-20,75.76,78.51,75.18,78.29,78.01,31146000
2020-07-17,76.08,76.17,74.92,75.78,75.51,29134000
2020-07-16,75.00,75.93,74.32,75.90,75.63,30386000
2020-07-15,76.16,76.77,74.90,75.68,75.41,32214000
2020-07-14,74.52,76.15,74.18,76.03,75.76,31700000
2020-07-13,77.50,78.86,75.26,75.57,75.30,36928000
2020-07-10,75.31,77.19,74.83,77.09,76.81,37126000
2020-07-09,75.32,76.14,74.40,75.55,75.28,28466000
2020-07-08,74.72,75.29,74.28,74.80,74.53,24994000
2020-07-07,74.50,75.84,74.18,74.26,73.99,29164000
2020-07-06,74.00,75.33,73.64,74.79,74.52,31280000
2020-07-02,72.35,74.15,72.32,73.24,72.97,37182000
2020-07-01,70.56,72.15,70.49,71.90,71.64,35504000
2020-06-30,69.52,70.93,69.20,70.68,70.43,40848000
2020-06-29,67.91,69.78,67.35,69.75,69.50,36204000
2020-06-26,71.57,71.67,67.60,68.00,67.75,85354000
2020-06-25,71.50,72.14,71.00,72.07,71.81,24610000
2020-06-24,73.08,73.77,71.49,71.60,71.34,35120000
2020-06-23,72.78,73.80,72.26,73.22,72.96,28596000
2020-06-22,71.45,72.64,71.16,72.59,72.33,30848000
2020-06-19,72.20,72.39,71.07,71.59,71.33,63158000
2020-06-18,72.46,72.57,71.35,71.80,71.54,31638000
2020-06-17,72.36,73.00,71.57,72.56,72.30,30992000
2020-06-16,72.26,72.75,71.29,72.14,71.88,34184000
2020-06-15,69.54,71.24,69.40,70.99,70.74,30078000
2020-06-12,71.42,71.85,69.30,70.66,70.41,38928000
2020-06-11,72.12,72.72,70.10,70.19,69.94,39826000
2020-06-10,72.98,73.71,72.81,73.29,73.03,30504000
2020-06-09,72.27,73.40,72.16,72.81,72.55,28184000
2020-06-08,71.12,72.40,71.12,72.33,72.07,28084000
2020-06-05,70.66,72.25,70.30,71.92,71.66,34698000
2020-06-04,71.52,71.95,70.24,70.61,70.36,29686000
2020-06-03,71.92,72.33,71.49,71.82,71.56,25124000
2020-06-02,71.53,71.98,70.94,71.96,71.70,25562000
2020-06-01,70.92,71.90,70.90,71.59,71.33,24342000
2020-05-29,70.85,71.63,70.67,71.45,71.19,36418000
2020-05-28,69.84,72.04,69.80,70.84,70.58,33844000
2020-05-27,70.86,71.09,69.56,70.89,70.64,33716000
2020-05-26,71.86,72.05,70.61,70.85,70.60,41212000
2020-05-22,69.84,70.64,69.59,70.52,70.27,26188000
2020-05-21,70.40,70.77,69.67,70.14,69.89,27700000
2020-05-20,69.48,70.52,69.36,70.34,70.08,33108000
2020-05-19,69.35,69.60,68.67,68.67,68.43,25612000
2020-05-18,68.09,69.62,67.71,69.20,68.95,36448000
2020-05-15,67.50,68.72,66.95,68.66,68.41,34154000
2020-05-14,66.75,67.87,66.20,67.81,67.56,32062000
2020-05-13,68.85,69.27,66.42,67.47,67.22,36252000
2020-05-12,70.36,70.75,68.74,68.79,68.54,27812000
2020-05-11,68.91,70.83,68.86,70.16,69.91,28242000
2020-05-08,69.16,69.94,68.77,69.42,69.17,27738000
2020-05-07,68.30,68.88,67.76,68.63,68.38,27952000
2020-05-06,68.08,68.56,67.36,67.36,67.12,24308000
2020-05-05,66.90,68.70,66.87,67.56,67.31,33030000
2020-05-04,65.41,66.38,64.95,66.34,66.10,30080000
2020-05-01,66.43,67.60,65.55,66.03,65.79,41450000
2020-04-30,66.24,67.64,66.12,67.43,67.19,53378000
2020-04-29,67.07,68.00,66.27,67.07,66.83,75872000
2020-04-28,64.40,64.40,61.61,61.68,61.46,59026000
2020-04-27,64.80,64.81,63.45,63.79,63.57,32012000
2020-04-24,63.06,64.02,62.47,63.97,63.74,32792000
2020-04-23,63.58,64.67,63.28,63.82,63.59,31324000
2020-04-22,62.28,64.28,62.10,63.16,62.93,41848000
2020-04-21,62.35,62.71,60.49,60.82,60.60,43060000
2020-04-20,63.55,64.08,63.07,63.33,63.10,33910000
2020-04-17,64.24,64.72,63.56,64.16,63.93,38980000
2020-04-16,63.71,63.95,62.13,63.17,62.95,50362000
2020-04-15,62.28,64.02,62.02,63.12,62.90,33434000
2020-04-14,62.25,64.10,61.85,63.46,63.23,49408000
2020-04-13,60.46,61.03,59.38,60.88,60.66,34796000
2020-04-09,61.20,61.28,59.84,60.57,60.36,43508000
2020-04-08,60.33,60.95,59.41,60.51,60.30,39502000
2020-04-07,61.05,61.25,59.11,59.33,59.11,47746000
2020-04-06,56.90,59.73,56.55,59.35,59.13,53294000
2020-04-03,55.95,56.18,53.99,54.89,54.70,46268000
2020-04-02,54.91,56.34,54.82,56.04,55.84,39298000
2020-04-01,56.10,56.48,54.87,55.28,55.08,46884000
2020-03-31,57.37,58.77,56.91,58.14,57.93,49728000
2020-03-30,56.25,57.58,54.82,57.34,57.14,51482000
2020-03-27,56.28,57.53,55.30,55.54,55.34,64170000
2020-03-26,55.59,58.50,54.68,58.09,57.88,71434000
2020-03-25,56.32,57.44,54.30,55.12,54.93,81630000
2020-03-24,55.19,56.75,54.53,56.72,56.52,66890000
2020-03-23,53.07,53.57,50.68,52.83,52.64,80882000
2020-03-20,56.79,57.20,53.27,53.62,53.42,72036000
2020-03-19,54.65,57.90,53.01,55.76,55.56,73022000
2020-03-18,52.83,55.33,51.86,54.84,54.64,84668000
2020-03-17,54.66,56.54,52.80,55.99,55.79,77230000
2020-03-16,54.80,57.61,53.72,54.22,54.02,85048000
2020-03-13,58.95,60.99,55.86,60.99,60.77,74002000
2020-03-12,56.30,59.69,55.67,55.75,55.55,84534000
2020-03-11,62.49,63.05,59.80,60.77,60.55,52170000
2020-03-10,63.00,64.06,60.94,64.02,63.79,52228000
2020-03-09,60.26,62.74,60.00,60.78,60.56,67308000
2020-03-06,63.85,65.31,63.05,64.92,64.69,53212000
2020-03-05,67.51,67.95,65.25,65.95,65.72,51226000
2020-03-04,67.96,69.40,67.16,69.33,69.08,38266000
2020-03-03,69.97,70.51,66.60,67.07,66.83,48046000
2020-03-02,67.58,69.54,66.34,69.46,69.21,48630000
2020-02-28,63.88,67.06,63.55,66.97,66.73,75782000
2020-02-27,68.10,68.59,65.86,65.90,65.67,59566000
2020-02-26,69.81,70.79,68.95,69.66,69.41,44048000
2020-02-25,71.65,71.91,69.12,69.42,69.17,49566000
2020-02-24,71.31,71.85,70.57,71.08,70.83,57342000
2020-02-21,75.40,75.61,74.02,74.26,73.99,34634000
2020-02-20,76.10,76.48,75.34,75.91,75.64,21932000
2020-02-19,76.25,76.61,76.07,76.33,76.06,18986000
2020-02-18,75.75,76.58,75.63,75.98,75.71,22414000
2020-02-14,75.78,76.04,75.37,76.04,75.76,23956000
2020-02-13,75.63,76.36,75.23,75.73,75.46,18590000
2020-02-12,75.72,76.03,75.41,75.91,75.64,23352000
2020-02-11,75.59,76.48,75.28,75.44,75.17,26892000
2020-02-10,73.72,75.47,73.72,75.43,75.16,28398000
2020-02-07,73.36,74.29,73.32,73.96,73.70,23446000
2020-02-06,72.52,74.10,72.48,73.81,73.55,33588000
2020-02-05,73.12,73.19,71.53,72.41,72.15,39724000
2020-02-04,72.85,73.47,71.32,72.35,72.09,78660000
2020-02-03,73.10,74.50,72.95,74.30,74.03,60736000
2020-01-31,73.44,73.51,71.43,71.71,71.45,48344000
2020-01-30,72.00,72.86,71.82,72.79,72.53,26788000
2020-01-29,72.94,73.27,72.34,72.93,72.67,21554000
2020-01-28,72.15,72.80,71.62,72.63,72.37,31548000
2020-01-27,71.55,71.90,71.06,71.69,71.44,35104000
2020-01-24,74.68,74.77,73.26,73.34,73.07,35692000
2020-01-23,74.38,74.78,74.11,74.33,74.07,27024000
2020-01-22,74.55,75.16,74.25,74.30,74.03,32216000
2020-01-21,73.96,74.59,73.56,74.22,73.95,40734000
2020-01-17,73.15,74.06,72.91,74.02,73.75,47924000
2020-01-16,72.37,72.60,72.05,72.58,72.33,23474000
2020-01-15,71.51,72.07,71.51,71.96,71.70,25654000
2020-01-14,71.95,72.09,71.42,71.54,71.29,31178000
2020-01-13,71.81,72.03,71.30,71.96,71.70,33046000
2020-01-10,71.38,71.75,70.92,71.49,71.23,36414000
2020-01-09,71.03,71.37,70.51,70.99,70.74,30018000
2020-01-08,69.60,70.58,69.54,70.22,69.96,30560000
2020-01-07,69.90,70.15,69.52,69.67,69.42,30054000
2020-01-06,67.50,69.82,67.50,69.71,69.46,34646000
